Iniciativa,Tipo,Descrição,Estagio,Âmbito,Periodicidade,Estado,Município,Links Relacionados,latitude,longitude,Categoria
Consolidar O Produto Rapadura Ao Municipio,Produto Turístico de Gastronomia;,"A rapadura como produto em destaque na culinária Piumhiense, agregando valor no produto queijo canastra já estabelecido e forte no mercado atual, estamos em processo de inventariar o modo de fazer da rapadura junto ao conselho da Cultura para que depois possamos fazer a Festa da rapadura, proporcionando mais um entretenimento aos turistas e valorizando o produto e incentivando o mercado dele dando mais visibilidade no mercado atual, gerando emprego e renda ao nosso município.",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,MG,Piumhi,https://pt.wikiloc.com/trilhas-carro/rota-12-sitio-du-rampa-turismo-rural-68031234;https://www.instagram.com/tv/COrE0qZB6RE/?utm_medium=share_sheet;https://www.instagram.com/p/CQHG3tGBBeD/?utm_medium=share_sheet;https://www.instagram.com/p/COBCMfohPNL/?utm_medium=share_sheet;,-20.4762,-45.9589,Sem informação
Saboaria Seivas Do Cerrado - Projeto Reconstruindo Vidas,Projeto Social;,"A Saboaria Seivas do Cerrado é uma iniciativa do projeto Reconstruindo Vidas uma ONG que ajuda crianças carentes do município e adolescentes em estado vulnerável; a saboaria produz diversos tipos de sabonetes inclusive amenidades para Hotéis e Pousadas a vantagem de adquirir esses produtos é que eles são biodegradáveis e de qualidade pois são feitos a partir da matéria prima do cerrado mineiro e fazem parte de uma causa social;  com isso o Departamento de Turismo vem incentivar a ação e ajudar na divulgação junto ao trade turístico, através de Turismo Solidário e parceria com a ONG. As divulgações são feitas através da rede social do  Departamento de Turismo, palestras e encaminhamento a mídia local e regional.",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,MG,Piumhi,https://www.instagram.com/p/CN5VUv4hWoz/?utm_medium=share_sheet;https://www.instagram.com/p/COeEfqHBHe7/?utm_medium=share_sheet;https://www.instagram.com/p/CO8ZnWIhtd6/?utm_medium=share_sheet;,-20.4762,-45.9589,Sem informação
Rota Turística Do Queijo Canastra De Piumhi,Roteiro Gastronômico;,"Essa Rota contempla três propriedades com diferentes potenciais e produtos; sendo elas: A Fazenda Dinho com o Queijos Dinho (queijo canastra artesanal premiado na França), Fazenda Vereda da Serra com queijos de massa cozida (tipo nozinho, palito, trança, parmesão e outros) e Fazenda Agua Limpa com queijo minas artesanal com tradição centenária e o mesmo é inventariado. estando nosso município  na área de reconhecimento das 7 cidades do queijo canastra, vimos a necessidade de lançar essa rota.",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,MG,Piumhi,https://www.instagram.com/p/CPHYGBXBgQ5/?utm_medium=copy_link;https://www.instagram.com/p/CQHG3tGBBeD/?utm_medium=copy_link;https://www.instagram.com/p/COqD03Lhi8R/?utm_medium=copy_link;https://www.instagram.com/p/CMiHTDrhHNk/?utm_medium=copy_link;,-20.4762,-45.9589,Sem informação
Queijo Canastra Artesanal De Piumhi,Produto Turístico de Gastronomia;,"A Fazenda Dinho com seus Queijos são colecionadores de medalhas, em destaque a medalha de bronze pelo queijo premiado na França. No município também temos o queijo artesanal da Fazenda Agua Limpa que tem tradição centenária ,com o queijo inventariado, segue com sua popularidade em toda região. Outra propriedade é a Fazenda Araras com a produção do queijo Canastra orgânico, diferenciado dos demais. Contudo temos várias qualidades de queijos Canastra, concluímos que o produto é forte com grande potencial. Lembrando que o produto QUEIJO CANASTRA só pode ser considerado assim, se for feito na região dos 7 municípios que contemplam  a rota do queijo canastra.",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,MG,Piumhi,https://www.instagram.com/p/CMiHTDrhHNk/?utm_medium=copy_link;https://www.instagram.com/p/COqD03Lhi8R/?utm_medium=copy_link;,-20.4762,-45.9589,Sem informação
"Feira Do Produtor, Feira Gastronômica",Evento / Festival;Projeto Social;Produto Turístico de Gastronomia;,"Tivemos a iniciativa de fazer esses eventos para impulsionar o turismo gastronômico do nosso município e região! Temos um grande potencial na gastronomia rural, como: Pães caseiros, doces (leite, abobora, mamão e etc) queijo fresco, curau e outros!",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Mensal,SP,Pongaí,https://www.pongai.sp.gov.br/;https://www.pongai.sp.gov.br/;,-21.7396,-49.3604,E
"Festival Gastronômico ""Fronteirices""",Evento / Festival;,"O festival busca implementar retomada do setor de bares e restaurantes no pós pandemia. Com a pandemia, a fronteira entre Ponta Porã/MS e Pedro Juan Caballero/Paraguai, que possui o turismo de compras como um dos principais setores econômicos da região, foi severamente afetado. Esta fronteira, que é conhecida por uma conurbação de fluxo livre e intenso entre os dois países, teve em sua primeira vez de sua história o seu fechamento. Conhecida por uma intensa miscigenação cultural, esta fronteira além de brasileiros e paraguaios, possui pessoas de migrantes de vários  locais, como chineses, taiwaneses, libaneses, turcos, marroquinos, indianos dentre outras nacionalidades. Visando este intenso ""caldeirão"" cultural, o município de Ponta Porã busca organizar um festival gastronômico que contemple boa parte dessa miscigenação cultural, propondo tanto a releitura de pratos típicos da cultura paraguaia, bem como de outras culturas que se fazem presentes na região. O objetivo é que os restaurantes e bares que estarão participando do festival, sejam avaliados pelos clientes através de aplicativo desenvolvido pela SDICT. A ideia é que o festival se concentre em uma semana, para que tanto turistas como residentes locais possam apreciar e votar em mais de um prato concorrente, caso assim desejem.",Desenvolvimento (iniciativa com menos de 2 anos),Internacional,Anual,MS,Ponta Porã,https://pontapora.ms.gov.br/v2/;,-22.5296,-55.7203,B
"Festival Gastronômico Delicia De ""Buteco""",Evento / Festival;Produto Turístico de Gastronomia;,"Festival Gastronomico ""Delicia de Buteco"" de Poté . Delícia Di Buteco – Poté-MG, é um festival gastronomia da comida Poteense, onde os bares participantes criam comida diferenciada, O delicia di Buteco , como o próprio nome já diz e oferecer as delicias do cardápio de bares populares do município, tão frequentado em Poté. A criação de um evento que estará valorizando a cozinha de raiz e os botecos da cidade, passando a conhecer todas as delícias agora, esse festival tem com o objetivo de valorizar a cozinha mineira, sendo que cada bar tem liberdade para criar a receita.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Poté,http://www.pote.mg.gov.br;https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.minasgerais.com.br%2Fpt%2Feventos%2Fpote%2Ffestival-gastronomico-delicia-de-buteco&psig=AOvVaw1YhPJdaYW_g3NJeLRTVhpY&ust=1623849972654000&source=images&cd=vfe&ved=0CA0QjhxqFwoTCKDhpN7emfECFQAAAAAdAAAAABAD;,-17.8077,-41.786,D
Festa Da Santa Casa De Pouso Alto,Evento / Festival;Roteiro Gastronômico;Produto Turístico de Gastronomia;,"A Festa da Santa Casa de Pouso Alto acontece anualmente entre a segunda e a terceira semana do mês de julho. O evento proporciona a divulgação da gastronomia local e principalmente da Ficazzella, Bem Imaterial Registrado pelo nosso município. Além da parte gastronômica, o evento conta com shows, desfiles rurais e torneio leiteiro.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Pouso Alto,https://www.minasgerais.com.br/pt/eventos/pouso-alto/festa-da-santa-casa;http://memoriaarquitetura.com.br/projetos/dossie-de-registro-da-festa-da-santa-casa-pouso-alto-mg/;,-22.1964,-44.9748,D
Beco Das Garrafas,Produto Turístico de Gastronomia;,"Com uma das regiões costeiras mais belas do Brasil, Prado, no extremo sul da Bahia guarda algumas das melhores paisagens do país. A cidade é colorida e alegre, com construções que evocam o período colonial, no qual as tropas subiam para o sertão. Assim não é de se espantar que o local seja versátil e multifacetado, com aromas e sabores que só a Bahia tem. Os roteiros são múltiplos, dada a diversidade cultural da região, dentre os quais, junto as praias, se destacam os culinários. Bem no coração histórico da cidade, o Beco das Garrafas é um excelente local para se comer e conhecer os sabores da região. Esse quarteirão colorido abriga os melhores restaurantes de Prado e fica bem animado nas noites de alta temporada. Peixe, carne de sol, frutos do mar, doces, são alguns dos pratos servidos no Beco das Garrafas, que possui diversos restaurantes e bares laureados. Além das iguarias, a música ao vivo ecoa no Beco das Garrafas, seja através dos estabelecimentos, artistas populares e bandas itinerantes. Um dos programas imperdíveis na região, não tem como não visitar o beco uma noite, ou se não, todas. NB.: Os valores de orçamento e investimento são compostos dos esforços de cada empreendimento e  com toda infraestrutura e manutenção da prefeitura. Estes  valores não serão informados por que são complexos de serem calculados , assim como a quantidade de pessoas e empresas beneficiadas.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,BA,,https://www.instagram.com/becodasgarrafaspradoba/?utm_medium=copy_link;https://www.facebook.com/pradobahiaoficial/videos/beco-das-garrafas-no-mais-voc%C3%AA/992673124217153/;https://coisasdemineiro.com/2018/11/08/beco-das-garrafas-o-paraiso-para-comer-bem-em-prado-na-bahia/;https://www.agazeta.com.br/revista-ag/vida/chefs-fazem-sucesso-no-beco-das-garrafas-em-prado-com-suas-criacoes-1018;,-13.29,-41.71,A
Beco Das Garrafas,Produto Turístico de Gastronomia;,"Com uma das regiões costeiras mais belas do Brasil, Prado, no extremo sul da Bahia guarda algumas das melhores paisagens do país. A cidade é colorida e alegre, com construções que evocam o período colonial, no qual as tropas subiam para o sertão. Assim não é de se espantar que o local seja versátil e multifacetado, com aromas e sabores que só a Bahia tem. Os roteiros são múltiplos, dada a diversidade cultural da região, dentre os quais, junto as praias, se destacam os culinários. Bem no coração histórico da cidade, o Beco das Garrafas é um excelente local para se comer e conhecer os sabores da região. Esse quarteirão colorido abriga os melhores restaurantes de Prado e fica bem animado nas noites de alta temporada. Peixe, carne de sol, frutos do mar, doces, são alguns dos pratos servidos no Beco das Garrafas, que possui diversos restaurantes e bares laureados. Além das iguarias, a música ao vivo ecoa no Beco das Garrafas, seja através dos estabelecimentos, artistas populares e bandas itinerantes. Um dos programas imperdíveis na região, não tem como não visitar o beco uma noite, ou se não, todas. NB.: Os valores de orçamento e investimento são compostos dos esforços de cada empreendimento e  com toda infraestrutura e manutenção da prefeitura. Estes  valores não serão informados por que são complexos de serem calculados , assim como a quantidade de pessoas e empresas beneficiadas.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,DF,,https://www.instagram.com/becodasgarrafaspradoba/?utm_medium=copy_link;https://www.facebook.com/pradobahiaoficial/videos/beco-das-garrafas-no-mais-voc%C3%AA/992673124217153/;https://coisasdemineiro.com/2018/11/08/beco-das-garrafas-o-paraiso-para-comer-bem-em-prado-na-bahia/;https://www.agazeta.com.br/revista-ag/vida/chefs-fazem-sucesso-no-beco-das-garrafas-em-prado-com-suas-criacoes-1018;,-15.83,-47.86,A
Beco Das Garrafas,Produto Turístico de Gastronomia;,"Com uma das regiões costeiras mais belas do Brasil, Prado, no extremo sul da Bahia guarda algumas das melhores paisagens do país. A cidade é colorida e alegre, com construções que evocam o período colonial, no qual as tropas subiam para o sertão. Assim não é de se espantar que o local seja versátil e multifacetado, com aromas e sabores que só a Bahia tem. Os roteiros são múltiplos, dada a diversidade cultural da região, dentre os quais, junto as praias, se destacam os culinários. Bem no coração histórico da cidade, o Beco das Garrafas é um excelente local para se comer e conhecer os sabores da região. Esse quarteirão colorido abriga os melhores restaurantes de Prado e fica bem animado nas noites de alta temporada. Peixe, carne de sol, frutos do mar, doces, são alguns dos pratos servidos no Beco das Garrafas, que possui diversos restaurantes e bares laureados. Além das iguarias, a música ao vivo ecoa no Beco das Garrafas, seja através dos estabelecimentos, artistas populares e bandas itinerantes. Um dos programas imperdíveis na região, não tem como não visitar o beco uma noite, ou se não, todas. NB.: Os valores de orçamento e investimento são compostos dos esforços de cada empreendimento e  com toda infraestrutura e manutenção da prefeitura. Estes  valores não serão informados por que são complexos de serem calculados , assim como a quantidade de pessoas e empresas beneficiadas.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,ES,,https://www.instagram.com/becodasgarrafaspradoba/?utm_medium=copy_link;https://www.facebook.com/pradobahiaoficial/videos/beco-das-garrafas-no-mais-voc%C3%AA/992673124217153/;https://coisasdemineiro.com/2018/11/08/beco-das-garrafas-o-paraiso-para-comer-bem-em-prado-na-bahia/;https://www.agazeta.com.br/revista-ag/vida/chefs-fazem-sucesso-no-beco-das-garrafas-em-prado-com-suas-criacoes-1018;,-19.19,-40.34,A
Beco Das Garrafas,Produto Turístico de Gastronomia;,"Com uma das regiões costeiras mais belas do Brasil, Prado, no extremo sul da Bahia guarda algumas das melhores paisagens do país. A cidade é colorida e alegre, com construções que evocam o período colonial, no qual as tropas subiam para o sertão. Assim não é de se espantar que o local seja versátil e multifacetado, com aromas e sabores que só a Bahia tem. Os roteiros são múltiplos, dada a diversidade cultural da região, dentre os quais, junto as praias, se destacam os culinários. Bem no coração histórico da cidade, o Beco das Garrafas é um excelente local para se comer e conhecer os sabores da região. Esse quarteirão colorido abriga os melhores restaurantes de Prado e fica bem animado nas noites de alta temporada. Peixe, carne de sol, frutos do mar, doces, são alguns dos pratos servidos no Beco das Garrafas, que possui diversos restaurantes e bares laureados. Além das iguarias, a música ao vivo ecoa no Beco das Garrafas, seja através dos estabelecimentos, artistas populares e bandas itinerantes. Um dos programas imperdíveis na região, não tem como não visitar o beco uma noite, ou se não, todas. NB.: Os valores de orçamento e investimento são compostos dos esforços de cada empreendimento e  com toda infraestrutura e manutenção da prefeitura. Estes  valores não serão informados por que são complexos de serem calculados , assim como a quantidade de pessoas e empresas beneficiadas.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,GO,,https://www.instagram.com/becodasgarrafaspradoba/?utm_medium=copy_link;https://www.facebook.com/pradobahiaoficial/videos/beco-das-garrafas-no-mais-voc%C3%AA/992673124217153/;https://coisasdemineiro.com/2018/11/08/beco-das-garrafas-o-paraiso-para-comer-bem-em-prado-na-bahia/;https://www.agazeta.com.br/revista-ag/vida/chefs-fazem-sucesso-no-beco-das-garrafas-em-prado-com-suas-criacoes-1018;,-15.98,-49.86,A
Beco Das Garrafas,Produto Turístico de Gastronomia;,"Com uma das regiões costeiras mais belas do Brasil, Prado, no extremo sul da Bahia guarda algumas das melhores paisagens do país. A cidade é colorida e alegre, com construções que evocam o período colonial, no qual as tropas subiam para o sertão. Assim não é de se espantar que o local seja versátil e multifacetado, com aromas e sabores que só a Bahia tem. Os roteiros são múltiplos, dada a diversidade cultural da região, dentre os quais, junto as praias, se destacam os culinários. Bem no coração histórico da cidade, o Beco das Garrafas é um excelente local para se comer e conhecer os sabores da região. Esse quarteirão colorido abriga os melhores restaurantes de Prado e fica bem animado nas noites de alta temporada. Peixe, carne de sol, frutos do mar, doces, são alguns dos pratos servidos no Beco das Garrafas, que possui diversos restaurantes e bares laureados. Além das iguarias, a música ao vivo ecoa no Beco das Garrafas, seja através dos estabelecimentos, artistas populares e bandas itinerantes. Um dos programas imperdíveis na região, não tem como não visitar o beco uma noite, ou se não, todas. NB.: Os valores de orçamento e investimento são compostos dos esforços de cada empreendimento e  com toda infraestrutura e manutenção da prefeitura. Estes  valores não serão informados por que são complexos de serem calculados , assim como a quantidade de pessoas e empresas beneficiadas.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,,https://www.instagram.com/becodasgarrafaspradoba/?utm_medium=copy_link;https://www.facebook.com/pradobahiaoficial/videos/beco-das-garrafas-no-mais-voc%C3%AA/992673124217153/;https://coisasdemineiro.com/2018/11/08/beco-das-garrafas-o-paraiso-para-comer-bem-em-prado-na-bahia/;https://www.agazeta.com.br/revista-ag/vida/chefs-fazem-sucesso-no-beco-das-garrafas-em-prado-com-suas-criacoes-1018;,-18.1,-44.38,D
Beco Das Garrafas,Produto Turístico de Gastronomia;,"Com uma das regiões costeiras mais belas do Brasil, Prado, no extremo sul da Bahia guarda algumas das melhores paisagens do país. A cidade é colorida e alegre, com construções que evocam o período colonial, no qual as tropas subiam para o sertão. Assim não é de se espantar que o local seja versátil e multifacetado, com aromas e sabores que só a Bahia tem. Os roteiros são múltiplos, dada a diversidade cultural da região, dentre os quais, junto as praias, se destacam os culinários. Bem no coração histórico da cidade, o Beco das Garrafas é um excelente local para se comer e conhecer os sabores da região. Esse quarteirão colorido abriga os melhores restaurantes de Prado e fica bem animado nas noites de alta temporada. Peixe, carne de sol, frutos do mar, doces, são alguns dos pratos servidos no Beco das Garrafas, que possui diversos restaurantes e bares laureados. Além das iguarias, a música ao vivo ecoa no Beco das Garrafas, seja através dos estabelecimentos, artistas populares e bandas itinerantes. Um dos programas imperdíveis na região, não tem como não visitar o beco uma noite, ou se não, todas. NB.: Os valores de orçamento e investimento são compostos dos esforços de cada empreendimento e  com toda infraestrutura e manutenção da prefeitura. Estes  valores não serão informados por que são complexos de serem calculados , assim como a quantidade de pessoas e empresas beneficiadas.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RJ,,https://www.instagram.com/becodasgarrafaspradoba/?utm_medium=copy_link;https://www.facebook.com/pradobahiaoficial/videos/beco-das-garrafas-no-mais-voc%C3%AA/992673124217153/;https://coisasdemineiro.com/2018/11/08/beco-das-garrafas-o-paraiso-para-comer-bem-em-prado-na-bahia/;https://www.agazeta.com.br/revista-ag/vida/chefs-fazem-sucesso-no-beco-das-garrafas-em-prado-com-suas-criacoes-1018;,-22.25,-42.66,A
Beco Das Garrafas,Produto Turístico de Gastronomia;,"Com uma das regiões costeiras mais belas do Brasil, Prado, no extremo sul da Bahia guarda algumas das melhores paisagens do país. A cidade é colorida e alegre, com construções que evocam o período colonial, no qual as tropas subiam para o sertão. Assim não é de se espantar que o local seja versátil e multifacetado, com aromas e sabores que só a Bahia tem. Os roteiros são múltiplos, dada a diversidade cultural da região, dentre os quais, junto as praias, se destacam os culinários. Bem no coração histórico da cidade, o Beco das Garrafas é um excelente local para se comer e conhecer os sabores da região. Esse quarteirão colorido abriga os melhores restaurantes de Prado e fica bem animado nas noites de alta temporada. Peixe, carne de sol, frutos do mar, doces, são alguns dos pratos servidos no Beco das Garrafas, que possui diversos restaurantes e bares laureados. Além das iguarias, a música ao vivo ecoa no Beco das Garrafas, seja através dos estabelecimentos, artistas populares e bandas itinerantes. Um dos programas imperdíveis na região, não tem como não visitar o beco uma noite, ou se não, todas. NB.: Os valores de orçamento e investimento são compostos dos esforços de cada empreendimento e  com toda infraestrutura e manutenção da prefeitura. Estes  valores não serão informados por que são complexos de serem calculados , assim como a quantidade de pessoas e empresas beneficiadas.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,,https://www.instagram.com/becodasgarrafaspradoba/?utm_medium=copy_link;https://www.facebook.com/pradobahiaoficial/videos/beco-das-garrafas-no-mais-voc%C3%AA/992673124217153/;https://coisasdemineiro.com/2018/11/08/beco-das-garrafas-o-paraiso-para-comer-bem-em-prado-na-bahia/;https://www.agazeta.com.br/revista-ag/vida/chefs-fazem-sucesso-no-beco-das-garrafas-em-prado-com-suas-criacoes-1018;,-22.19,-48.79,C
Concurso Prato Típico,Evento / Festival;Projeto Promocional;,"O concurso nasceu com o propósito de valorizar e popularizar as comidas típicas produzidas e consumidas no município de Presidente Epitácio, visto que o setor gastronômico é imprescindível para o desenvolvimento turístico e econômico da cidade.  Com a ajuda de representantes do setor de gastronomia de nossa cidade, foram escolhidos 4 pratos que deviam atender a somente um dos dois critérios:  Ter como Ingrediente base o peixe, elemento este característico de nossa culinária regional ou memória afetiva e histórica, algo que remetesse a lembrança e hábitos de consumo em família e grupos sociais do nosso município.",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Outra,SP,Presidente Epitácio,https://acipeoficial.com.br/pratotipicoepitacio/;,-21.7651,-52.1111,C
Feira Gastronômica Ribeirinha,Evento / Festival;,"O Projeto Feira Gastronômica Ribeirinha, consiste na organização e promoção de um evento gastronômico de divulgação e comercialização de pratos típicos e fast food, exposto em um ambiente organizado e bem localizado, afim de promover o Turismo Gastronômico e dar um apoio ao segmento, contribuindo e impulsionando o comércio local. O evento contará com o apoio dos comerciantes locais que serão alocados nos espaços demarcados, sendo uma ótima oportunidade de expor seus produtos, lançamentos de novos, como também conquistar e fidelizar novos clientes, já partindo da ótica do turista, é uma ocasião perfeita de conhecer e se apaixonar pela culinária nordestina ribeirinha.",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,SE,Propriá,https://visitepropria.blogspot.com/;,-10.2138,-36.8442,C
Caminhos Da Gula,Roteiro Gastronômico;,"POR SER UMA CIDADE HISTÓRICA, VÁRIOS SEGMENTOS GASTRONOMICOS AO LONGO DOS CAMINHOS HISTÓRICOS",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Mensal,PR,Quatro Barras,https://quatrobarras.pr.gov.br/home.php;,-25.3673,-49.0763,D
Semana Cultural,Evento / Festival;,"Na semana de aniversário do município são realizadas varias atividades  culturais, e uma dela é a feira gastronômica, onde diversos alimentos típicos de nossa região são expostos para a população local e visitantes, divulgando a  riqueza gastronômica de nosso município.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PI,Regeneração,http://manutencao.regeneracao.pi.gov.br/;,-6.23115,-42.6842,Sem informação
Evento Gastronômico,Evento / Festival;Produto Turístico de Gastronomia;,visa a divulgar as comidas típicas da região,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,MG,Riachinho,0;0;,-16.2258,-45.9888,D
Gastronomia  Municipal,Produto Turístico de Gastronomia;,VISA A DIVULGAR A COMIDA TIPICA DA REGIÃO,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Anual,MG,Riachinho,0;0;,-16.2258,-45.9888,D
Queima Do Alho,Evento / Festival;,"FESTEJAR, DIVULGAR E PROMOVER A CULINARIA LOCAL",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MT,Ribeirão Cascalheira,PREFEITURA ;,-12.9367,-51.8244,D
Queima Do Alho,Evento / Festival;,"FESTEJAR, DIVULGAR E PROMOVER A CULINARIA LOCAL",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MT,Querência,PREFEITURA ;,-12.6093,-52.1821,C
Queima Do Alho,Evento / Festival;,"FESTEJAR, DIVULGAR E PROMOVER A CULINARIA LOCAL",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MT,Canarana,PREFEITURA ;,-13.5515,-52.2705,C
Queima Do Alho,Evento / Festival;,"FESTEJAR, DIVULGAR E PROMOVER A CULINARIA LOCAL",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MT,Água Boa,PREFEITURA ;,-14.051,-52.1601,Sem informação
Rota Das Sensações,Roteiro Gastronômico;,"A Rota das sensações foi criada para levar o turista a desfrutar das diversas sensações que dispomos em Ribeirão Preto.  Nossa Rota é constituída por:  - Sensação Doce Gelada: Contamos com algumas sorveterias e gelaterias, desde as mais tradicionais da cidade até as mais atuais.  Sorveteria do Geraldo: A sorveteria mais tradicional de Ribeirão Preto, o Geraldo está na cidade há quase 5 décadas e continua fazendo sorvetes com excelência. Oferece sabores variados, os atendentes são super simpáticos e usam uniformes tradicionais. Leccatura: A sorveteria fica escondida entre árvores e longe do centro da cidade, parece até que estamos em outra cidade de tão sossegado e tranquilo e lembra a casa de ""vó"". O lugar oferece sabores diferenciados, como  por exemplo, sorvete de gorgonzola servido com uma deliciosa salada. Gelateria Freddo: Uma famosa rede argentina que oferece o famoso ""Cucurucho"". Espaço arborizado e super tranquilo para saborear. Cremoso Sorvetes e Café: Espaço amplo e com cara de criança. Lugar ideal para desfrutar de um sorvete ou de uma deliciosa sobremesa. Seja indo a trabalho ou em passeio com a família.    -Sensação Gelada Refrescante: foram selecionadas cervejarias artesanais da cidade, como a conhecida alemã. A rota conta também com chopperias tradicionais do município como o famoso Pinguim.   -Sensação Italiana: seleção das mais conhecidas massas da cidade, como por exemplo, Cucina di Tulio, Vapiano.  -Sensação Oriental. -Sensação Local;Interior.  Dentre outras.",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,SP,Ribeirão Preto,turismoribeirao.com.br;,-21.1699,-47.8099,A
Festival Do Cambuci / Rota Do Cambuci,Evento / Festival;Projeto de Qualificação;Produto Turístico de Gastronomia;,"Evento realizado anualmente no mês de maio, desde 2009, integrando a Rota do Cambuci do Estado de São Paulo, com exposição de produtos à base do fruto Cambuci (endêmico da área do Parque Estadual da Serra do Mar), com participação de outras cidades das regiões do Grande ABC, Alto Tietê, Vale do Paraíba e Litoral Norte, além da capital paulista, com apresentações artísticas e do artesanato local.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Rio Grande da Serra,http://www.riograndedaserra.sp.gov.br/noticia/atencao-produtores-de-cambuci-de-rio-grande-da-serra/;,-23.7437,-46.3971,D
Festival Da Jabuticaba De Sabará - Virtual,Evento / Festival;,"O Festival da Jabuticaba de Sabará foi criado em 1987 e é hoje o maior evento gastronômico do município, hoje em sua 34ª Edição, precisou de algumas alterações de formato para que pudesse acontecer. Tradicionalmente o Festival da Jabuticaba de Sabará acontece no Centro Histórico de Sabará, a estrutura para o evento ocupa a Praça Melo Viana, com os estandes com os derivados da jabuticaba da ASPRODEJAS e gastronomia com os derivados; Rua Dom Pedro II, Frutas in natura e mudas; Praça Santa Rita, empório e gastronomia mineira e Rua Luis Cassiano, Vila do artesanato. O público do evento gira em torno de 150mil pessoas em três dias de evento (sexta, sábado e domingo). A última edição presencial, em 2019, movimentou cerca de R$4.500.000,00 em toda cadeia produtiva da cidade. Em função das medidas de distanciamento social, o evento presencial foi cancelado. Mas para manter viva a tradição, escoar a produção e gerar uma alternativa de renda para os produtores de derivados e da Fruta, foi realizada pela Prefeitura Municipal de Sabará em parceria com a Associação dos Produtores de Derivados de Jabuticaba de Sabará – ASPRODEJAS a 34ª edição do evento 100% virtual. Cada uma das 23 produtoras associadas a ASPRODEJAS recebeu um chef de Cozinha que preparou um prato com produtos da sua marca, compondo assim uma série gastronômica do Festival da Jabuticaba. Além de ensinar pratos da alta gastronomia feitos à base de derivados da jabuticaba, a proposta, conhecida como cozinha show, visa a inserção dos produtos como ingredientes na gastronomia local. Participaram desta série, chefs conhecidos da gastronomia mineira como: Flávio Trombino, Marcelo Paladino, Rosilene Campolina, Elói Moreira, entre outros.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Sabará,https://festivaldajabuticabasabara.com.br/sobre;https://www.youtube.com/channel/UCihslLVunXOIIkhV4I3qaMA;,-19.884,-43.8263,C
Festa Do Peao,Outros - Festa do Peao ;,Festa tradicional realizada no nosso município faz parte das festividades do aniversario de Salto de Pirapora com comidas tipicas e atracões culturais.,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Salto de Pirapora,https://www.youtube.com/watch?v=vywHPKzcrwc;https://www.youtube.com/watch?v=vywHPKzcrwc;,-23.6474,-47.5743,Sem informação
Tradicional Quermesse De Aniversário Do Município,Evento / Festival;Produto Turístico de Gastronomia;,"A tradicional quermesse de Santa Cruz da Conceição acontece sempre no mês de Maio de todo ano em comemoração ao aniversário da cidade. É uma festa gastronômica que consta com a participação de comerciantes da cidade e de cidades da região.  A tradicional quermesse é famosa pela excelente variedades de barracas típicas onde vendem cuscuz mole, pastéis, espetinhos, bebidas quentes e frias, entre outros. A festa tem duração de 10 noites seguidas e atrai aproximadamente 6 mil pessoas no total.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,SP,Santa Cruz da Conceição,www.santacruzdaconceicao.sp.gov.br;,-22.1405,-47.4512,E
